🪨  Geology AI Training Dataset — Rocks & Minerals,,,,,,,,,,,,,,,,
كل صف = عينة واحدة  |  ● أحمر = حقل مطلوب  |  ● أخضر = حقل اختياري,,,,,,,,,,,,,,,,
📋 هوية العينة,,,,,👁 الخصائص البصرية,,,,,⚙ الخصائص الفيزيائية,,,,🌍 الجيولوجيا,,🤖 بيانات التدريب
ROCK_024,الجرانيت,Granite,—,Igneous (Intrusive),"Grey, Pink, White",Vitreous,Opaque,"Coarse-grained
 (Phaneritic)",—,6-7,none,Irregular,2.6-2.7,"Continental crust, mountain 
cores (Batholiths)",Massive,"من أشهر الصخور النارية الجوفية، يتكون أساساً 
من الكوارتز والفلسبار والميكا، وهو صخر صلب جداً يستخدم 
بكثرة في البناء"
ROCK_025,ديوريت,Diorite,—,Igneous (Intrusive),Black and White,Dull / Vitreous,Opaque,Coarse-grained,—,6 - 7,none,irregular,2.8 - 3.0,"Roots of volcanic arcs,
 subduction zones",Massive,"صخر ناري وسيط يلقب بـ ""ملح وفلفل"" 
بسبب تداخل اللونين الأبيض والأسود فيه
 يتكون من بلاجيوكليز وهورنبليند."
ROCK_026,جابرو,Gabbro,—,Igneous (Intrusive),"Dark Green, Black",Vitreous / Metallic,Opaque,Coarse-grained,—,7,Perfect ,Irregular,2.7 - 3.3,"
Deep oceanic crust, ophiolite 
complexes

",Massive,"القشرة المحيطية العميقة
المجمعات الأفيوليتية
 المناطق العميقة من السدود النارية."
ROCK_027,بازلت,Basalt,—,Igneous (Extrusive),"Dark Grey, Black",Dull,Opaque,Fine-grained,—,5 - 6,none,Irregular,2.8 - 3.0,"Ocean floors, volcanic plateaus
 rift zones
",Massive / Columnar,"أكثر الصخور البركانية انتشاراً، غني بالحديد
 والمغنيسيوم،يشكل قيعان المحيطات ومعظم
 الجزر البركانية مثل جزر المحيط الهادئ."
ROCK_028,أنديزيت,Andesite,—,Igneous (Extrusive),"Grey, Bluish-grey",Dull,Opaque,"Fine-grained 
Porphyritic
",—,7,none,Irregular,2.5 - 2.8,"Subduction zones, island arcs,
continental margins",Massive,"فوق مناطق الاندساس، الأقواس البركانية في
 الجزر، السلاسل الجبلية المحاذية للمحيط."
ROCK_029,سكوريا,Scoria,—,Igneous (Extrusive),"Red-Brown, Black",Dull,Opaque,Vesicular (pitted),—,5 - 6,none,irregular,0.8 - 2.0,"Cinder cones, surfaces of 
basaltic lava flows",Vesicular,"قمم المخاريط البركانية، الطبقات السطحية
 من تدفقات الحمم البازلتية.
"
ROCK_030,حجر جيري,Limestone,CaCO3,Sedimentary,"White, Beige, Grey",Dull,"Opaque to 
Translucent","Fine to 
Coarse-grained",Trigonal,3,none,"sub-conchoidal
or irregula",2.5 - 2.7,"Shallow warm seas,
 coral reefs, caves",Massive / Stratified,"البحار الضحلة والدافئة، الشعاب المرجانية،
الكهوف (كصواعد وهوابط)."
ROCK_031,دولستون,Dolostone,CaMg(CO3)2,Sedimentary,"Cream, Grey, Pink",Dull / Pearly,Opaque to Translucent,Fine-grained,Trigonal,3.5 - 4,none,"sub-conchoidal
or irregula",2.8 - 2.9,"Ancient sedimentary basins, 
magnesium-rich groundwater 
zones",Massive / Crystalline,"صخر رسوبي كربوني يشبه الحجر الجيري
ولكنه يحتوي على المغنيسيوم، يتشكل غالباً
 من تحول الحجر الجيري كيميائياً."
ROCK_032,تشيرت,Chert,SiO2 ,Sedimentary,"Brown, Grey, Red",Vitreous / Waxy,Opaque,very fine-grained,Hexagonal,7,none,Conchoidal,2.5 - 2.8,"Deep ocean floors, nodules in limestone, hot springs",Massive / Nodular,"صخر رسوبي كيميائي صلب جداً يتكون
 من السيليكا المجهرية، يتميز بكسر محاري 
حاد جداً ومقاومة عالية للتجوية."
ROCK_033,جيري ميكريتي,Micritic limestone,CaCO3,Sedimentary,"Light Grey, White, Beige",dull,Opaque,Very Fine-grained,Trigonal,3,none,Irregular,2.5 - 2.6,"Quiet, deep marine environments, lagoons",Massive,"نوع من الحجر الجيري ناعم الحبيبات جداً، 
يتكون من وحل كربوني دقيق جداً (ميكريت)، 
وله مظهر متجانس كالبورسلين."
ROCK_034,مازل,Marl,CaCO3 + Clay,Sedimentary,"Beige, Pink, Light Grey",Dull / Earthy,Opaque,Fine-grained,—,1-2,none,Irregular,2.4 - 2.6,"Lake beds, coastal plains, deltaic environments",Massive / Crumbly,"صخر رسوبي طيني كلسي، يتكون من خليط 
متساوٍ تقريباً من الطين وكربونات الكالسيوم،
 وهو هش وسهل التآكل."
ROCK_035,صخر زيتي,Oil shale,—,Sedimentary,"Black, Dark Brown",dull,Opaque,Fine-grained / Laminated,—,2-3,none,Slaty,1.8 - 2.3,"Ancient lake basins, stagnant marine basins",Platy / Massive,"صخر رسوبي ناعم الحبيبات يحتوي على
مادة ""الكيروجين"" العضوية، يتشكل في بيئات
تفتقر للأكسجين مما يسمح بحفظ المادة العضوية."
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
ROCK_000,,,,,,,,,,,,,,,,
